name	species	genus	family	order	class	phylum	kingdom
Kohautia subverticillata	497251	58414	24966	4055		35493	33090
Kohautia tenuis	909496	58414	24966	4055		35493	33090
Kopsia arborea	453901	21101	4056	4055		35493	33090
Kopsia flavida	453902	21101	4056	4055		35493	33090
Kopsia fruticosa	28505	21101	4056	4055		35493	33090
Kraussia floribunda	58480	58479	24966	4055		35493	33090
Kraussia socotrana	114483	58479	24966	4055		35493	33090
Kutchubaea semisericea	136680	136679	24966	4055		35493	33090
Labordia tinifolia	84946	84945	26468	4055		35493	33090
Lacmellea aculeata	141575	141574	4056	4055		35493	33090
Lacmellea panamensis	681449	141574	4056	4055		35493	33090
Ladenbergia amazonensis	273782	58412	24966	4055		35493	33090
Ladenbergia carua	273783	58412	24966	4055		35493	33090
Ladenbergia macrocarpa	128325	58412	24966	4055		35493	33090
Ladenbergia oblongifolia	273784	58412	24966	4055		35493	33090
Ladenbergia pavonii	58413	58412	24966	4055		35493	33090
Lagarinthus multicaulis	397806	397805	4056	4055		35493	33090
Lagenias pusillus	592771	672254	21472	4055		35493	33090
Lagynias dryadum	164481	164479	24966	4055		35493	33090
Lagynias lasiantha	164480	164479	24966	4055		35493	33090
Lagynias monteiroi	308932	164479	24966	4055		35493	33090
Lagynias pallidiflora	308933	164479	24966	4055		35493	33090
Landiopsis capuronii	296965	296964	24966	4055		35493	33090
Landolphia incerta	141577	141576	4056	4055		35493	33090
Larryleachia cactiformis	120815	120814	4056	4055		35493	33090
Larryleachia perlata	120816	120814	4056	4055		35493	33090
Lasianthus attenuatus	358832	58410	24966	4055		35493	33090
Lasianthus batangensis	273785	58410	24966	4055		35493	33090
Lasianthus chevalieri	477786	58410	24966	4055		35493	33090
Lasianthus chinensis	358833	58410	24966	4055		35493	33090
Lasianthus chrysoneurus	358834	58410	24966	4055		35493	33090
Lasianthus coffeoides	60059	58410	24966	4055		35493	33090
Lasianthus curtisii	1009484	58410	24966	4055		35493	33090
Lasianthus hirsutus	358835	58410	24966	4055		35493	33090
Lasianthus hookeri	358836	58410	24966	4055		35493	33090
Lasianthus japonicus	1008919	58410	24966	4055		35493	33090
Lasianthus kilimandscharicus	353874	58410	24966	4055		35493	33090
Lasianthus lanceolatus	60060	58410	24966	4055		35493	33090
Lasianthus pedunculatus	58411	58410	24966	4055		35493	33090
Lasianthus rhinocerotis	358837	58410	24966	4055		35493	33090
Lasianthus sikkimensis	358838	58410	24966	4055		35493	33090
Lasianthus strigosus	353875	58410	24966	4055		35493	33090
Lasianthus verticillatus	358839	58410	24966	4055		35493	33090
Latouchea fokienensis	166607	166606	21472	4055		35493	33090
Laubertia contorta	429516	429515	4056	4055		35493	33090
Lavrania haagnerae	120813	120812	4056	4055		35493	33090
Laxoplumeria baehniana	141579	141578	4056	4055		35493	33090
Lehmanniella splendens	197664	197663	21472	4055		35493	33090
Lelya osteocarpa	499960	120137	24966	4055		35493	33090
Lelya prostrata	120138	120137	24966	4055		35493	33090
Lepinia taitensis	184267	184266	4056	4055		35493	33090
Lepiniopsis ternatensis	141581	141580	4056	4055		35493	33090
Lepiniopsis trilocularis	396315	141580	4056	4055		35493	33090
Leptactina delagoensis	353876	58475	24966	4055		35493	33090
Leptactina leopoldi-secundi	271246	58475	24966	4055		35493	33090
Leptactina platyphylla	58476	58475	24966	4055		35493	33090
Leptadenia arborea	236003	156240	4056	4055		35493	33090
Leptadenia hastata	156241	156240	4056	4055		35493	33090
Leptadenia reticulata	492004	156240	4056	4055		35493	33090
Leptodermis potanini	60149	60148	24966	4055		35493	33090
Leptostigma pilosum	60378	60377	24966	4055		35493	33090
Leptostigma reptans	158865	60377	24966	4055		35493	33090
Lerchea bracteata	83591	83590	24966	4055		35493	33090
Limnosipanea erythraeoides	271231	128326	24966	4055		35493	33090
Limnosipanea palustris	271232	128326	24966	4055		35493	33090
Limnosipanea schomburgkii	128327	128326	24966	4055		35493	33090
Limnosipanea spruceana	271233	128326	24966	4055		35493	33090
Lisianthius acuminatus	568254	82719	21472	4055		35493	33090
Lisianthius adamsii	568255	82719	21472	4055		35493	33090
Lisianthius auratus	568256	82719	21472	4055		35493	33090
Lisianthius axillaris	568257	82719	21472	4055		35493	33090
Lisianthius brevidentatus	568258	82719	21472	4055		35493	33090
Lisianthius capitatus	568259	82719	21472	4055		35493	33090
Lisianthius cordifolius	568260	82719	21472	4055		35493	33090
Lisianthius cuspidatus	568261	82719	21472	4055		35493	33090
Lisianthius domingensis	568262	82719	21472	4055		35493	33090
Lisianthius exsertus	568263	82719	21472	4055		35493	33090
Lisianthius glandulosus	568264	82719	21472	4055		35493	33090
Lisianthius jefensis	82720	82719	21472	4055		35493	33090
Lisianthius laxiflorus	84903	82719	21472	4055		35493	33090
Lisianthius longifolius	84904	82719	21472	4055		35493	33090
Lisianthius nigrescens	197665	82719	21472	4055		35493	33090
Lisianthius oreopolus	568265	82719	21472	4055		35493	33090
Lisianthius quichensis	568266	82719	21472	4055		35493	33090
Lisianthius saponarioides	568267	82719	21472	4055		35493	33090
Lisianthius seemannii	535960	82719	21472	4055		35493	33090
Lisianthius skinneri	568268	82719	21472	4055		35493	33090
Lisianthius troyanus	568269	82719	21472	4055		35493	33090
Lisianthius umbellatus	568270	82719	21472	4055		35493	33090
Lisianthius viscidiflorus	568271	82719	21472	4055		35493	33090
Litosanthes biflora	358841	358840	24966	4055		35493	33090
Logania albiflora	84947	58408	26468	4055		35493	33090
Logania vaginalis	58409	58408	26468	4055		35493	33090
Lomatogoniopsis alpina	134587	134586	21472	4055		35493	33090
Lomatogonium bellum	166608	50276	21472	4055		35493	33090
Lomatogonium brachyantherum	166609	50276	21472	4055		35493	33090
Lomatogonium carinthiacum	50277	50276	21472	4055		35493	33090
Lomatogonium cuneifolium	197666	50276	21472	4055		35493	33090
Lomatogonium forrestii	149055	50276	21472	4055		35493	33090
Lomatogonium lijiangense	363508	50276	21472	4055		35493	33090
Lomatogonium macranthum	50780	50276	21472	4055		35493	33090
Lomatogonium oreocharis	84905	50276	21472	4055		35493	33090
Lomatogonium perenne	166610	50276	21472	4055		35493	33090
Lomatogonium rotatum	148625	50276	21472	4055		35493	33090
Lomatogonium spathulatum	149056	50276	21472	4055		35493	33090
Luculia grandifolia	43510	43509	24966	4055		35493	33090
Luculia gratissima	59731	43509	24966	4055		35493	33090
Luculia intermedia	484843	43509	24966	4055		35493	33090
Luculia pinceana	170349	43509	24966	4055		35493	33090
Ludekia borneensis	170056	170055	24966	4055		35493	33090
Macbrideina peruviana	128329	128328	24966	4055		35493	33090
Machaonia acuminata	768889	128330	24966	4055		35493	33090
Machaonia brasiliensis	153757	128330	24966	4055		35493	33090
Machaonia portoricensis	128331	128330	24966	4055		35493	33090
Machaonia williamsii	768890	128330	24966	4055		35493	33090
Macoubea guianensis	141583	141582	4056	4055		35493	33090
Macrocarpaea angelliae	249341	82721	21472	4055		35493	33090
Macrocarpaea apparata	374401	82721	21472	4055		35493	33090
Macrocarpaea arborescens	512513	82721	21472	4055		35493	33090
Macrocarpaea auriculata	512514	82721	21472	4055		35493	33090
Macrocarpaea bangiana	512515	82721	21472	4055		35493	33090
Macrocarpaea bubops	512516	82721	21472	4055		35493	33090
Macrocarpaea chthonotropa	512517	82721	21472	4055		35493	33090
Macrocarpaea cinchonifolia	512518	82721	21472	4055		35493	33090
Macrocarpaea cochabambensis	512519	82721	21472	4055		35493	33090
Macrocarpaea densiflora	512520	82721	21472	4055		35493	33090
Macrocarpaea dies-viridis	512521	82721	21472	4055		35493	33090
Macrocarpaea domingensis	82722	82721	21472	4055		35493	33090
Macrocarpaea elix	512522	82721	21472	4055		35493	33090
Macrocarpaea ericii	512523	82721	21472	4055		35493	33090
Macrocarpaea fortisiana	512524	82721	21472	4055		35493	33090
Macrocarpaea gattaca	374402	82721	21472	4055		35493	33090
Macrocarpaea gaudialis	512525	82721	21472	4055		35493	33090
Macrocarpaea glabra	84906	82721	21472	4055		35493	33090
Macrocarpaea glaziovii	512526	82721	21472	4055		35493	33090
Macrocarpaea gondoloides	512527	82721	21472	4055		35493	33090
Macrocarpaea harlingii	512528	82721	21472	4055		35493	33090
Macrocarpaea innarrabilis	512529	82721	21472	4055		35493	33090
Macrocarpaea jensii	512530	82721	21472	4055		35493	33090
Macrocarpaea kuelap	512531	82721	21472	4055		35493	33090
Macrocarpaea lenae	512532	82721	21472	4055		35493	33090
Macrocarpaea luna-gentiana	512533	82721	21472	4055		35493	33090
Macrocarpaea luteynii	512534	82721	21472	4055		35493	33090
Macrocarpaea macrophylla	198401	82721	21472	4055		35493	33090
Macrocarpaea maguirei	512535	82721	21472	4055		35493	33090
Macrocarpaea micrantha	512536	82721	21472	4055		35493	33090
Macrocarpaea neblinae	512537	82721	21472	4055		35493	33090
Macrocarpaea nicotianifolia	512538	82721	21472	4055		35493	33090
Macrocarpaea noctiluca	512539	82721	21472	4055		35493	33090
Macrocarpaea normae	512540	82721	21472	4055		35493	33090
Macrocarpaea obtusifolia	512541	82721	21472	4055		35493	33090
Macrocarpaea opulenta	512542	82721	21472	4055		35493	33090
Macrocarpaea ostentans	512543	82721	21472	4055		35493	33090
Macrocarpaea pachyphylla	512511	82721	21472	4055		35493	33090
Macrocarpaea pachystyla	512544	82721	21472	4055		35493	33090
Macrocarpaea pajonalis	512545	82721	21472	4055		35493	33090
Macrocarpaea papillosa	512546	82721	21472	4055		35493	33090
Macrocarpaea pinetorum	512547	82721	21472	4055		35493	33090
Macrocarpaea pringleana	512548	82721	21472	4055		35493	33090
Macrocarpaea revoluta	512549	82721	21472	4055		35493	33090
Macrocarpaea robin-fosteri	512550	82721	21472	4055		35493	33090
Macrocarpaea rubra	84907	82721	21472	4055		35493	33090
Macrocarpaea sodiroana	512551	82721	21472	4055		35493	33090
Macrocarpaea stenophylla	512512	82721	21472	4055		35493	33090
Macrocarpaea subcaudata	512552	82721	21472	4055		35493	33090
Macrocarpaea subsessilis	512553	82721	21472	4055		35493	33090
Macrocarpaea tahuantinsuyuana	512554	82721	21472	4055		35493	33090
Macrocarpaea thamnoides	512555	82721	21472	4055		35493	33090
Macrocarpaea valerioi	84909	82721	21472	4055		35493	33090
Macrocarpaea viscosa	512556	82721	21472	4055		35493	33090
Macrocarpaea weigendiorum	512557	82721	21472	4055		35493	33090
Macrocarpaea zophoflora	512558	82721	21472	4055		35493	33090
Macrocnemum jamaicense	693344	153817	24966	4055		35493	33090
Macrocnemum roseum	681457	153817	24966	4055		35493	33090
Macroscepis hirsuta	276810	276809	4056	4055		35493	33090
Macrosiphonia longiflora	274652	274651	4056	4055		35493	33090
Macrosiphonia martii	274653	274651	4056	4055		35493	33090
Macrosiphonia velame	387688	274651	4056	4055		35493	33090
Macrosphyra longistyla	136902	136901	24966	4055		35493	33090
Madangia inflata	365779	365778	4056	4055		35493	33090
Maguireothamnus speciosus	128333	128332	24966	4055		35493	33090
Malanea forsteronioides	768891	153815	24966	4055		35493	33090
Malanea macrophylla	336049	153815	24966	4055		35493	33090
Malouetia bequaertiana	429247	429246	4056	4055		35493	33090
Malouetia tamaquarina	429269	429246	4056	4055		35493	33090
Mandevilla anceps	387689	52836	4056	4055		35493	33090
Mandevilla atroviolacea	387690	52836	4056	4055		35493	33090
Mandevilla boliviensis	429270	52836	4056	4055		35493	33090
Mandevilla callista	387691	52836	4056	4055		35493	33090
Mandevilla cercophylla	387692	52836	4056	4055		35493	33090
Mandevilla coccinea	387693	52836	4056	4055		35493	33090
Mandevilla convolvulacea	387694	52836	4056	4055		35493	33090
Mandevilla dodsonii	387695	52836	4056	4055		35493	33090
Mandevilla duartei	387696	52836	4056	4055		35493	33090
Mandevilla emarginata	387697	52836	4056	4055		35493	33090
Mandevilla foliosa	387698	52836	4056	4055		35493	33090
Mandevilla fragrans	387699	52836	4056	4055		35493	33090
Mandevilla funiformis	387700	52836	4056	4055		35493	33090
Mandevilla glandulosa	387701	52836	4056	4055		35493	33090
Mandevilla harleyi	387702	52836	4056	4055		35493	33090
Mandevilla hirsuta	387703	52836	4056	4055		35493	33090
Mandevilla illustris	387704	52836	4056	4055		35493	33090
Mandevilla jamesonii	387705	52836	4056	4055		35493	33090
Mandevilla karwinskii	274654	52836	4056	4055		35493	33090
Mandevilla krukovii	387706	52836	4056	4055		35493	33090
Mandevilla lancifolia	387707	52836	4056	4055		35493	33090
Mandevilla laxa	387708	52836	4056	4055		35493	33090
Mandevilla leptophylla	387709	52836	4056	4055		35493	33090
Mandevilla ligustriflora	274655	52836	4056	4055		35493	33090
Mandevilla longiflora	429271	52836	4056	4055		35493	33090
Mandevilla martiana	387710	52836	4056	4055		35493	33090
Mandevilla moricandiana	387711	52836	4056	4055		35493	33090
Mandevilla myriophyllum	274656	52836	4056	4055		35493	33090
Mandevilla nerioides	387712	52836	4056	4055		35493	33090
Mandevilla oaxacana	387713	52836	4056	4055		35493	33090
Mandevilla pendula	387714	52836	4056	4055		35493	33090
Mandevilla pentlandiana	387715	52836	4056	4055		35493	33090
Mandevilla pohliana	387716	52836	4056	4055		35493	33090
Mandevilla pycnantha	274657	52836	4056	4055		35493	33090
Mandevilla rugellosa	387717	52836	4056	4055		35493	33090
Mandevilla rugosa	274658	52836	4056	4055		35493	33090
Mandevilla sancta	387718	52836	4056	4055		35493	33090
Mandevilla sanderi	52837	52836	4056	4055		35493	33090
Mandevilla scabra	274659	52836	4056	4055		35493	33090
Mandevilla sellowii	387719	52836	4056	4055		35493	33090
Mandevilla spigeliiflora	387720	52836	4056	4055		35493	33090
Mandevilla splendens	274661	52836	4056	4055		35493	33090
Mandevilla subsagittata	387721	52836	4056	4055		35493	33090
Mandevilla subspicata	274662	52836	4056	4055		35493	33090
Mandevilla syrinx	387722	52836	4056	4055		35493	33090
Mandevilla tenuifolia	274663	52836	4056	4055		35493	33090
Mandevilla tricolor	387723	52836	4056	4055		35493	33090
Mandevilla tubiflora	387724	52836	4056	4055		35493	33090
Mandevilla urophylla	387725	52836	4056	4055		35493	33090
Mandevilla venulosa	274664	52836	4056	4055		35493	33090
Mandevilla veraguasensis	274665	52836	4056	4055		35493	33090
Manettia alba	60379	58406	24966	4055		35493	33090
Manettia bicolor	58407	58406	24966	4055		35493	33090
Manettia cordifolia	83592	58406	24966	4055		35493	33090
Manettia luteo-rubra	339304	58406	24966	4055		35493	33090
Manettia lygistum	497253	58406	24966	4055		35493	33090
Manostachya ternifolia	257029	257028	24966	4055		35493	33090
Mapouria ankafinensis	189139	58402	24966	4055		35493	33090
Mapouria macrochlamys	189140	58402	24966	4055		35493	33090
Mapouria umbrosa	58403	58402	24966	4055		35493	33090
Margaretta rosea	219253	219252	4056	4055		35493	33090
Margaritopsis acuifolia	60102	60101	24966	4055		35493	33090
Margaritopsis lanceifolia	180026	60101	24966	4055		35493	33090
Margaritopsis nudiflora	484844	60101	24966	4055		35493	33090
Marsdenia angolensis	945182	141490	4056	4055		35493	33090
Marsdenia billardierei	945183	141490	4056	4055		35493	33090
Marsdenia carvalhoi	365780	141490	4056	4055		35493	33090
Marsdenia coulteri	945184	141490	4056	4055		35493	33090
Marsdenia gillespieae	187504	141490	4056	4055		35493	33090
Marsdenia glabra	429272	141490	4056	4055		35493	33090
Marsdenia macrophylla	236007	141490	4056	4055		35493	33090
Marsdenia megalantha	236008	141490	4056	4055		35493	33090
Marsdenia philippinensis	518645	141490	4056	4055		35493	33090
Marsdenia rubicunda	236009	141490	4056	4055		35493	33090
Marsdenia suberosa	219221	141490	4056	4055		35493	33090
Marsdenia tenacissima	187505	141490	4056	4055		35493	33090
Marsdenia tomentosa	276779	141490	4056	4055		35493	33090
Marsdenia verrucosa	187506	141490	4056	4055		35493	33090
Marsdenia zehntneri	219222	141490	4056	4055		35493	33090
Mascarenhasia arborescens	69383	69382	4056	4055		35493	33090
Mascarenhasia lisianthiflora	274683	69382	4056	4055		35493	33090
Maschalocorymbus corymbosus	120140	120139	24966	4055		35493	33090
Massularia acuminata	58474	58473	24966	4055		35493	33090
Mastixiodendron flavidum	153759	153758	24966	4055		35493	33090
Mastixiodendron pilosum	693345	153758	24966	4055		35493	33090
Matelea acuminata	475119	63477	4056	4055		35493	33090
Matelea alabamensis	475787	63477	4056	4055		35493	33090
Matelea angustiloba	475120	63477	4056	4055		35493	33090
Matelea bicolor	475121	63477	4056	4055		35493	33090
Matelea biflora	105900	63477	4056	4055		35493	33090
Matelea chrysantha	475122	63477	4056	4055		35493	33090
Matelea cordata	475123	63477	4056	4055		35493	33090
Matelea cordifolia	475124	63477	4056	4055		35493	33090
Matelea correllii	475125	63477	4056	4055		35493	33090
Matelea cyclophylla	276811	63477	4056	4055		35493	33090
Matelea decaisnei	475126	63477	4056	4055		35493	33090
Matelea denticulata	475127	63477	4056	4055		35493	33090
Matelea dictyantha	475128	63477	4056	4055		35493	33090
Matelea ekmanii	475129	63477	4056	4055		35493	33090
Matelea gonocarpa	276812	63477	4056	4055		35493	33090
Matelea gonoloboides	475130	63477	4056	4055		35493	33090
Matelea hemsleyana	475131	63477	4056	4055		35493	33090
Matelea inconspicua	475132	63477	4056	4055		35493	33090
Matelea lanata	475133	63477	4056	4055		35493	33090
Matelea lanceolata	475134	63477	4056	4055		35493	33090
Matelea maritima	475135	63477	4056	4055		35493	33090
Matelea nipensis	475136	63477	4056	4055		35493	33090
Matelea oblongata	475137	63477	4056	4055		35493	33090
Matelea palustris	475138	63477	4056	4055		35493	33090
Matelea pauciflora	475139	63477	4056	4055		35493	33090
Matelea pedalis	219254	63477	4056	4055		35493	33090
Matelea phainops	475140	63477	4056	4055		35493	33090
Matelea prosthecidiscus	475141	63477	4056	4055		35493	33090
Matelea pubiflora	475142	63477	4056	4055		35493	33090
Matelea pusilliflora	475143	63477	4056	4055		35493	33090
Matelea quirosii	63478	63477	4056	4055		35493	33090
Matelea reticulata	102696	63477	4056	4055		35493	33090
Matelea rubra	475144	63477	4056	4055		35493	33090
Matelea sintenisii	475145	63477	4056	4055		35493	33090
Matelea tamnifolia	475146	63477	4056	4055		35493	33090
Matelea trachyantha	475147	63477	4056	4055		35493	33090
Matelea variifolia	475148	63477	4056	4055		35493	33090
Matelea viridivenia	475149	63477	4056	4055		35493	33090
Mazaea phialanthoides	128335	128334	24966	4055		35493	33090
Mazaea shaferi	128336	128334	24966	4055		35493	33090
Megacodon stylophorus	50806	50805	21472	4055		35493	33090
Melanopsidium nigrum	136904	136903	24966	4055		35493	33090
Melodinus australis	403109	141584	4056	4055		35493	33090
Melodinus cochinchinensis	403110	141584	4056	4055		35493	33090
Melodinus monogynus	141585	141584	4056	4055		35493	33090
Mesechites mansoanus	274666	184272	4056	4055		35493	33090
Mesechites minimus	274667	184272	4056	4055		35493	33090
Mesechites roseus	274668	184272	4056	4055		35493	33090
Mesechites trifidus	184273	184272	4056	4055		35493	33090
Metadina trichotoma	170058	170057	24966	4055		35493	33090
Metagentiana australis	933369	267661	21472	4055		35493	33090
Metagentiana eurycolpa	308432	267661	21472	4055		35493	33090
Metagentiana gentilis	50763	267661	21472	4055		35493	33090
Metagentiana leptoclada	308433	267661	21472	4055		35493	33090
Metagentiana primuliflora	267663	267661	21472	4055		35493	33090
Metagentiana pterocalyx	267664	267661	21472	4055		35493	33090
Metagentiana rhodantha	50767	267661	21472	4055		35493	33090
Metagentiana serra	267665	267661	21472	4055		35493	33090
Metagentiana souliei	267666	267661	21472	4055		35493	33090
Metagentiana striata	267667	267661	21472	4055		35493	33090
Metagentiana villifera	308431	267661	21472	4055		35493	33090
Metalepis albiflora	185087	185086	4056	4055		35493	33090
Metaplexis japonica	137761	137760	4056	4055		35493	33090
Metastelma myrtifolium	277964	157419	4056	4055		35493	33090
Metastelma parviflorum	219256	157419	4056	4055		35493	33090
Metastelma schaffneri	167888	157419	4056	4055		35493	33090
Micholitzia obcordata	141493	141492	4056	4055		35493	33090
Micrechites polyanthus	429540	429495	4056	4055		35493	33090
Microloma sagittatum	157422	157421	4056	4055		35493	33090
Microloma tenuifolium	157423	157421	4056	4055		35493	33090
Microplumeria anomala	141587	141586	4056	4055		35493	33090
Microrphium pubescens	197668	197667	21472	4055		35493	33090
Minaria acerosa	219230	593428	4056	4055		35493	33090
Minaria cordata	276799	593428	4056	4055		35493	33090
Minaria decussata	219233	593428	4056	4055		35493	33090
Minaria grazielae	157412	593428	4056	4055		35493	33090
Minaria magisteriana	219236	593428	4056	4055		35493	33090
Minaria micromeria	276801	593428	4056	4055		35493	33090
Miraglossum verticillare	397808	397807	4056	4055		35493	33090
Mitchella repens	45181	45180	24966	4055		35493	33090
Mitchella undulata	83646	45180	24966	4055		35493	33090
Mitracarpus frigidus	60381	60380	24966	4055		35493	33090
Mitracarpus microspermus	497254	60380	24966	4055		35493	33090
Mitracarpus villosus	120153	60380	24966	4055		35493	33090
Mitragyna diversifolia	170022	170021	24966	4055		35493	33090
Mitragyna hirsuta	371154	170021	24966	4055		35493	33090
Mitragyna inermis	170023	170021	24966	4055		35493	33090
Mitragyna rotundifolia	170024	170021	24966	4055		35493	33090
Mitragyna speciosa	170351	170021	24966	4055		35493	33090
Mitrasacme oasena	403111	84948	26468	4055		35493	33090
Mitrasacme pilosa	84949	84948	26468	4055		35493	33090
Mitrasacme pygmaea	339271	84948	26468	4055		35493	33090
Mitrasacmopsis quadrivalvis	257031	257030	24966	4055		35493	33090
Mitreola petiolata	74716	74715	26468	4055		35493	33090
Mitriostigma axillare	43520	43519	24966	4055		35493	33090
Molongum laxum	52840	52839	4056	4055		35493	33090
Molopanthera paniculata	128338	128337	24966	4055		35493	33090
Mondia ecornuta	184274	141494	4056	4055		35493	33090
Mondia whitei	244352	141494	4056	4055		35493	33090
Mondia whiteii	141495	141494	4056	4055		35493	33090
Morelia senegalensis	136923	136922	24966	4055		35493	33090
Morierina montana	297545	297544	24966	4055		35493	33090
Morinda ammitia	659030	43521	24966	4055		35493	33090
Morinda angustifolia	358831	43521	24966	4055		35493	33090
Morinda buchii	659033	43521	24966	4055		35493	33090
Morinda bucidifolia	659032	43521	24966	4055		35493	33090
Morinda candollei	392988	43521	24966	4055		35493	33090
Morinda canthoides	659034	43521	24966	4055		35493	33090
Morinda celebica	659129	43521	24966	4055		35493	33090
Morinda citrifolia	43522	43521	24966	4055		35493	33090
Morinda collina	659037	43521	24966	4055		35493	33090
Morinda coreia	659038	43521	24966	4055		35493	33090
Morinda deplanchei	659039	43521	24966	4055		35493	33090
Morinda elliptica	659040	43521	24966	4055		35493	33090
Morinda geminata	659041	43521	24966	4055		35493	33090
Morinda glaucescens	659042	43521	24966	4055		35493	33090
Morinda grayi	659043	43521	24966	4055		35493	33090
Morinda jasminoides	659044	43521	24966	4055		35493	33090
Morinda latibracteata	659045	43521	24966	4055		35493	33090
Morinda longiflora	659046	43521	24966	4055		35493	33090
Morinda lucida	339305	43521	24966	4055		35493	33090
Morinda moaensis	60382	43521	24966	4055		35493	33090
Morinda mollis	659047	43521	24966	4055		35493	33090
Morinda morindoides	659048	43521	24966	4055		35493	33090
Morinda myrtifolia	659049	43521	24966	4055		35493	33090
Morinda neocaledonica	659050	43521	24966	4055		35493	33090
Morinda officinalis	266091	43521	24966	4055		35493	33090
Morinda parvifolia	266089	43521	24966	4055		35493	33090
Morinda pedunculata	659051	43521	24966	4055		35493	33090
Morinda podistra	659052	43521	24966	4055		35493	33090
Morinda reticulata	659053	43521	24966	4055		35493	33090
Morinda retusa	659054	43521	24966	4055		35493	33090
Morinda royoc	168286	43521	24966	4055		35493	33090
Morinda scabrida	742913	43521	24966	4055		35493	33090
Morinda seibertii	681465	43521	24966	4055		35493	33090
Morinda shuanghuaensis	266090	43521	24966	4055		35493	33090
Morinda titanophylla	659064	43521	24966	4055		35493	33090
Morinda umbellata	268745	43521	24966	4055		35493	33090
Morrenia odorata	276814	276813	4056	4055		35493	33090
Mostuea batesii	427662	26485	26468	4055		35493	33090
Mostuea brunonis	28543	26485	26468	4055		35493	33090
Mostuea hirsuta	427663	26485	26468	4055		35493	33090
Mostuea surinamensis	427664	26485	26468	4055		35493	33090
Motandra guineensis	351448	351447	4056	4055		35493	33090
Mouretia larsenii	675715	675677	24966	4055		35493	33090
Mucoa duckei	761039	761038	4056	4055		35493	33090
Multidentia concrescens	164475	164474	24966	4055		35493	33090
Multidentia crassa	308934	164474	24966	4055		35493	33090
Multidentia fanshawei	164476	164474	24966	4055		35493	33090
Multidentia sclerocarpa	308935	164474	24966	4055		35493	33090
Mussaenda afzelii	296951	43523	24966	4055		35493	33090
Mussaenda arcuata	61941	43523	24966	4055		35493	33090
Mussaenda benguetensis	296948	43523	24966	4055		35493	33090
Mussaenda elegans	296946	43523	24966	4055		35493	33090
Mussaenda erythrophylla	43524	43523	24966	4055		35493	33090
Mussaenda grandiflora	296949	43523	24966	4055		35493	33090
Mussaenda isertiana	296950	43523	24966	4055		35493	33090
Mussaenda monticola	296952	43523	24966	4055		35493	33090
Mussaenda multibracteata	296939	43523	24966	4055		35493	33090
Mussaenda nervosa	296944	43523	24966	4055		35493	33090
Mussaenda nivea	296945	43523	24966	4055		35493	33090
Mussaenda palawanensis	296947	43523	24966	4055		35493	33090
Mussaenda parvifolia	296957	43523	24966	4055		35493	33090
Mussaenda philippica	296942	43523	24966	4055		35493	33090
Mussaenda pinatubensis	296937	43523	24966	4055		35493	33090
Mussaenda pubescens	271247	43523	24966	4055		35493	33090
Mussaenda raiateensis	153760	43523	24966	4055		35493	33090
Mussaenda reinwardtiana	296941	43523	24966	4055		35493	33090
Mussaenda scratchleyi	165011	43523	24966	4055		35493	33090
Mussaenda shikokiana	296940	43523	24966	4055		35493	33090
Mussaenda vidalii	296938	43523	24966	4055		35493	33090
Mussaendopsis beccariana	170356	170355	24966	4055		35493	33090
Mycetia cauliflora	675716	58404	24966	4055		35493	33090
Mycetia gracilis	675717	58404	24966	4055		35493	33090
Mycetia javanica	675718	58404	24966	4055		35493	33090
Mycetia malayana	58405	58404	24966	4055		35493	33090
Myriopteron paniculatum	413289	413288	4056	4055		35493	33090
Myrmecodia armata	73532	58471	24966	4055		35493	33090
Myrmecodia horrida	77859	58471	24966	4055		35493	33090
Myrmecodia longifolia	128382	58471	24966	4055		35493	33090
Myrmecodia platyrea	58472	58471	24966	4055		35493	33090
Myrmecodia platytyrea	128383	58471	24966	4055		35493	33090
Myrmecodia tuberosa	59627	58471	24966	4055		35493	33090
Myrmeconauclea stipulacea	292265	170059	24966	4055		35493	33090
Myrmeconauclea strigosa	170060	170059	24966	4055		35493	33090
Myrmephytum beccarii	128384	73523	24966	4055		35493	33090
Myrmephytum selebicum	73524	73523	24966	4055		35493	33090
Nauclea diderrichii	170061	43525	24966	4055		35493	33090
Nauclea officinalis	1009495	43525	24966	4055		35493	33090
Nauclea orientalis	43526	43525	24966	4055		35493	33090
Nauclea subdita	170062	43525	24966	4055		35493	33090
Nauclea vanderguchtii	292268	165066	24966	4055		35493	33090
Nauclea xanthoxylon	170063	43525	24966	4055		35493	33090
Nautonia nummularia	157427	157426	4056	4055		35493	33090
Neblinantha parvifolia	84911	84910	21472	4055		35493	33090
Neisosperma acuminatum	453904	141588	4056	4055		35493	33090
Neisosperma brevitubum	453918	141588	4056	4055		35493	33090
Neisosperma citrodorum	453905	141588	4056	4055		35493	33090
Neisosperma glomeratum	453903	141588	4056	4055		35493	33090
Neisosperma kilneri	453906	141588	4056	4055		35493	33090
Neisosperma mianum	453919	141588	4056	4055		35493	33090
Neisosperma nakaianum	141589	141588	4056	4055		35493	33090
Neisosperma poweri	403112	141588	4056	4055		35493	33090
Neisosperma sevenetii	453921	141588	4056	4055		35493	33090
Neisosperma thiollierei	453920	141588	4056	4055		35493	33090
Nematostylis anthophylla	440678	440677	24966	4055		35493	33090
Nenax acerosa	60222	60221	24966	4055		35493	33090
Nenax hirta	158866	60221	24966	4055		35493	33090
